(0.435294117647, 0.439215686275, 0.447058823529)
(0.435294117647, 0.439215686275, 0.447058823529)
(0.411764705882, 0.466666666667, 0.474509803922)
(0.38431372549, 0.498039215686, 0.501960784314)
(0.360784313725, 0.525490196078, 0.529411764706)
(0.333333333333, 0.552941176471, 0.556862745098)
(0.309803921569, 0.58431372549, 0.58431372549)
(0.286274509804, 0.611764705882, 0.611764705882)
(0.258823529412, 0.639215686275, 0.639215686275)
(0.235294117647, 0.670588235294, 0.666666666667)
(0.207843137255, 0.698039215686, 0.694117647059)
(0.18431372549, 0.729411764706, 0.721568627451)
(0.156862745098, 0.756862745098, 0.749019607843)
(0.133333333333, 0.78431372549, 0.776470588235)
(0.109803921569, 0.81568627451, 0.803921568627)
(0.0823529411765, 0.843137254902, 0.83137254902)
(0.0588235294118, 0.870588235294, 0.858823529412)
(0.0313725490196, 0.901960784314, 0.886274509804)
(0.0078431372549, 0.929411764706, 0.913725490196)
(0.0078431372549, 0.913725490196, 0.917647058824)
(0.0078431372549, 0.898039215686, 0.921568627451)
(0.0078431372549, 0.882352941176, 0.925490196078)
(0.0078431372549, 0.866666666667, 0.929411764706)
(0.0117647058824, 0.850980392157, 0.929411764706)
(0.0117647058824, 0.835294117647, 0.933333333333)
(0.0117647058824, 0.819607843137, 0.937254901961)
(0.0117647058824, 0.803921568627, 0.941176470588)
(0.0117647058824, 0.78431372549, 0.945098039216)
(0.0117647058824, 0.76862745098, 0.949019607843)
(0.0117647058824, 0.752941176471, 0.952941176471)
(0.0117647058824, 0.737254901961, 0.956862745098)
(0.0156862745098, 0.721568627451, 0.956862745098)
(0.0156862745098, 0.705882352941, 0.960784313725)
(0.0156862745098, 0.690196078431, 0.964705882353)
(0.0156862745098, 0.674509803922, 0.96862745098)
(0.0156862745098, 0.658823529412, 0.972549019608)
(0.0196078431373, 0.619607843137, 0.972549019608)
(0.0196078431373, 0.580392156863, 0.972549019608)
(0.0235294117647, 0.541176470588, 0.976470588235)
(0.0274509803922, 0.501960784314, 0.976470588235)
(0.0274509803922, 0.466666666667, 0.976470588235)
(0.0313725490196, 0.427450980392, 0.976470588235)
(0.0352941176471, 0.388235294118, 0.980392156863)
(0.0352941176471, 0.349019607843, 0.980392156863)
(0.0392156862745, 0.309803921569, 0.980392156863)
(0.0392156862745, 0.270588235294, 0.980392156863)
(0.043137254902, 0.23137254902, 0.98431372549)
